OrderId,Name
8177924,Southern Fried Chicken Fillet Burger
7792705,Southern Fried Chicken Fillet Burger
7976573,Southern Fried Chicken Fillet Burger
7976573,Southern Fried Chicken Fillet Burger
8034242,Southern Fried Chicken Fillet Burger
8034242,Southern Fried Chicken Fillet Burger
8034242,Southern Fried Chicken Fillet Burger
8177893,Southern Fried Chicken Fillet Burger
8177893,Southern Fried Chicken Fillet Burger
8177894,Southern Fried Chicken Fillet Burger
8177894,Southern Fried Chicken Fillet Burger
7804894,The Taste Master
8135809,The Taste Master
8103669,The Bacon Deluxe
7874409,The Taste Master
7804844,The Taste Master
7874269,The Taste Master
7928046,The Bacon Deluxe
8052566,The Taste Master
7890712,The Bacon Deluxe
7951854,The Taste Master
7874162,The Bacon Deluxe
7874280,The Taste Master
7874162,The Bacon Deluxe
8035903,The Taste Master
7772932,The Bacon Deluxe
8052576,The Taste Master
7799096,The Taste Master
7874287,The Taste Master
7882016,The Taste Master
8103519,The Bacon Deluxe
7874219,The Taste Master
8133575,The Bacon Deluxe
8171839,The Taste Master
8133575,The Bacon Deluxe
7874308,The Taste Master
7874205,The Bacon Deluxe
8028178,The Taste Master
7874205,The Bacon Deluxe
7874205,The Taste Master
8103525,The Bacon Deluxe
8171848,The Taste Master
8103526,The Bacon Deluxe
7951770,The Taste Master
7834967,The Bacon Deluxe
7874162,The Taste Master
7874308,The Bacon Deluxe
7799102,The Taste Master
7874308,The Bacon Deluxe
7835316,The Taste Master
8028178,The Bacon Deluxe
7919782,The Taste Master
7874219,The Bacon Deluxe
7874219,The Bacon Deluxe
8103496,The Bacon Deluxe
8103559,The Bacon Deluxe
8178285,The Bacon Deluxe
7874287,The Bacon Deluxe
7874287,The Bacon Deluxe
7874280,The Bacon Deluxe
7874280,The Bacon Deluxe
7874269,The Bacon Deluxe
7874269,The Bacon Deluxe
7772929,The Bacon Deluxe
7987820,The Bacon Deluxe
7874409,The Bacon Deluxe
7874409,The Bacon Deluxe
7987798,The Bacon Deluxe
7928092,The Bacon Deluxe
7919297,Snack Box
8105147,Snack Box
7835316,Snack Box
7835316,Snack Box
7797623,Snack Box
7919481,Snack Box
7919479,Snack Box
8065197,Lunch Box
7799383,Snack Box
8050096,Snack Box
8026414,Lunch Box
8133107,Snack Box
8026600,Lunch Box
8066292,Snack Box
8016252,Quarter Pounder Burger
8133076,Snack Box
7918741,Snack Box
8133069,Snack Box
7919486,Snack Box
8093993,Quarter Pounder Burger
7774789,Lunch Box
7785384,Snack Box
8062164,Quarter Pounder Burger
7924795,Snack Box
8131655,Lunch Box
8065338,The Big Beef Burger 
8062164,Quarter Pounder Burger
7845457,Snack Box
7834967,Lunch Box
8126399,Quarter Pounder Burger
7908299,Snack Box
8131611,Lunch Box
8018661,Quarter Pounder Burger
7919214,Snack Box
8026580,Lunch Box
7815998,The Big Beef Burger 
8105141,Snack Box
8054783,Quarter Pounder Burger
8131657,Lunch Box
8105147,The Big Beef Burger 
7785424,Snack Box
8054783,Quarter Pounder Burger
8131632,Lunch Box
7961277,The Big Beef Burger 
7799414,Snack Box
7798860,Quarter Pounder Burger
7987820,Lunch Box
7786194,Snack Box
8060934,The Big Beef Burger 
7892947,Quarter Pounder Burger
7919232,Snack Box
8026426,Lunch Box
7873775,The Big Beef Burger 
8126428,Quarter Pounder Burger
7919352,Snack Box
8026510,Lunch Box
7873775,The Big Beef Burger 
8056917,The Big Beef Burger 
7908297,Snack Box
8085436,The Big Beef Burger 
7987798,Lunch Box
7868994,The Big Beef Burger 
7977108,Quarter Pounder Burger
7961285,The Big Beef Burger 
7919449,Snack Box
7961327,The Big Beef Burger 
7862438,Dinner Box
7924789,Snack Box
7903608,Quarter Pounder Burger
8061179,The Big Beef Burger 
7845407,Snack Box
7926751,Quarter Pounder Burger
7829764,Dinner Box
8072776,The Big Beef Burger 
7926751,Quarter Pounder Burger
7829779,Dinner Box
8061169,The Big Beef Burger 
8011414,Quarter Pounder Burger
7801652,Dinner Box
8027912,The Big Beef Burger 
8003959,Dinner Box
8136143,Chicken Burger
8152283,The Big Beef Burger 
8072776,Quarter Pounder Burger
8003959,Dinner Box
7868997,The Big Beef Burger 
8136143,Chicken Burger
7976573,Southern Fried Chicken Breast
7953348,Dinner Box
8018667,Quarter Pounder Burger
7961284,The Big Beef Burger 
8110282,Chicken Burger
7994619,Dinner Box
7961365,The Big Beef Burger 
7811581,Southern Fried Chicken Breast
8050096,Quarter Pounder Burger
8065346,The Big Beef Burger 
8110282,Chicken Burger
8064316,Southern Fried Chicken Breast
8054658,Quarter Pounder Burger
7862099,Dinner Box
8061223,The Big Beef Burger 
8110283,Chicken Burger
7891826,Southern Fried Chicken Breast
7829732,Dinner Box
7862291,Dinner Box
8054658,Quarter Pounder Burger
8125520,Quarter Pounder Burger
8110283,Chicken Burger
8061005,The Big Beef Burger 
7925720,Chicken Burger
8136149,Chicken Burger
7801650,Dinner Box
8136149,Chicken Burger
8061165,The Big Beef Burger 
7801648,Chicken Burger
8110288,Chicken Burger
7891927,Southern Fried Chicken Breast
8125520,Quarter Pounder Burger
8065326,The Big Beef Burger 
8127466,Southern Fried Chicken Thigh
7801223,Vegetable Burger
8110288,Chicken Burger
8167814,The Big Beef Burger 
7769595,Veggie Kebab
7812369,Salad Burger
7897065,Cheese Burger
8061005,Dinner Box
7998874,Doner Kebab Wrap
7894965,The Original Pitta
8131778,The Big Beef Burger 
7998874,Spicy Chicken Fillet Wrap
7908866,Curry Chips
7792686,Quarter Pounder Burger
8177840,Curry Chip Baguette
7861656,Doner Kebab Wrap
8057014,Chicken Nuggets
8056905,The Big Beef Burger 
8023104,Southern Fried Chicken Thigh
8094011,Quarter Pounder Burger
8148123,Cheese Burger
7998930,Doner Kebab Wrap
8100908,Southern Fried Chicken Breast
8061165,Dinner Box
7777996,Quarter Pounder Burger
8148123,Cheese Burger
7924042,The Original Pitta
7839462,Salad Burger
7904141,Plain Sausages (2)
8127436,Dinner Box
7777996,Quarter Pounder Burger
8035360,Curry Chip Baguette
8148124,Cheese Burger
8064875,Doner Kebab Wrap
7784890,Plain Sausages (2)
8135625,Chicken Burger
8177807,Curry Chip Baguette
8135625,The Original Pitta
7954503,Doner Kebab Wrap
7777901,Curry Chips
8026600,Veggie Kebab
8035365,Curry Chip Baguette
7801223,Vegetable Burger
7927601,Chicken Nuggets
7859460,Chicken Burger
7879607,Curry Chip Baguette
7992577,Dinner Box
8141842,Vegetable Burger
7924044,The Original Pitta
8064866,Doner Kebab Wrap
7859460,Chicken Burger
8027429,The Spicy Pitta
7873778,The Big Beef Burger 
8024025,Southern Fried Chicken Thigh
7769578,Veggie Kebab
8027443,Salad Burger
8011443,Southern Fried Chicken Breast
7930903,Spicy Chicken Fillet Wrap
8049970,Chicken Nuggets
7777964,Curry Chip Baguette
7873778,The Big Beef Burger 
7914691,Veggie Kebab
7891826,Plain Sausages (2)
7792686,The Original Pitta
7816757,Spicy Chicken Fillet Wrap
8105141,The Big Beef Burger 
7834950,Curry Chips
8127609,Southern Fried Chicken Thigh
8067768,The Original Pitta
7798778,Drumstick Kids Meal
7998880,Doner Kebab Wrap
8105147,Chicken Nuggets
8060934,Curry Chips
7823865,Plain Sausages (2)
7801652,Drumstick Kids Meal
8008179,Salad Burger
7994456,Spicy Chicken Fillet Wrap
8126399,Curry Chips
8148124,Cheese Burger
8026580,Veggie Kebab
8110279,Chicken Burger
7804844,The Big Beef Burger 
8107471,Chicken Nuggets
7879570,Grilled Chicken Fillet Burger
8081822,Dinner Box
7868995,The Big Beef Burger 
8148130,Cheese Burger
8110279,Chicken Burger
8027364,The Spicy Pitta
7868996,The Big Beef Burger 
7798877,Quarter Pounder Burger
8148130,Cheese Burger
8026510,Veggie Kebab
7918229,Salad Burger
8027426,The Spicy Pitta
8061223,Dinner Box
8054783,Curry Chips
7897065,Southern Fried Chicken Breast
8118648,Cheese Burger
7996100,Chicken Burger
8041667,Spicy Chicken Fillet Wrap
7896699,Quarter Pounder Burger
8064333,Southern Fried Chicken Breast
8065255,Southern Fried Chicken Thigh
7998926,Doner Kebab Wrap
8063713,The Spicy Pitta
7994456,Dinner Box
7994619,Spicy Chicken Fillet Wrap
7896699,Smoked Cod
7997652,Chicken Nuggets
7810654,Salad Burger
8067768,The Original Pitta
7996123,Chicken Burger
8003942,Dinner Box
7798860,Curry Chips
8118648,Cheese Burger
7834967,Southern Fried Chicken Thigh
7823865,Plain Sausages (2)
8027443,The Spicy Pitta
7930924,Spicy Chicken Fillet Wrap
7835316,Cheese Burger
8088535,Morelli Chocolate Ice Cream
7927666,Southern Fried Chicken Breast
8127469,Southern Fried Chicken Thigh
7868990,Grilled Chicken Baguette
7926745,Quarter Pounder Burger
7798860,Curry Chips
7801650,Drumstick Kids Meal
8067782,The Original Pitta
8127611,Southern Fried Chicken Thigh
7769589,Veggie Kebab
7801650,Chicken Burger
7884128,Curry Chips
8003942,Dinner Box
8088551,Morelli Chocolate Ice Cream
7804894,The Big Beef Burger 
7984833,Southern Fried Chicken Thigh
7859484,Chicken Burger
7839452,Salad Burger
7816754,Spicy Chicken Fillet Wrap
8068444,Chip Baguette
8127436,Southern Fried Chicken Thigh
8029174,Plain Sausages (2)
7777901,Grilled Chicken Baguette
8125512,Southern Fried Chicken Drumstick
8158908,Drumstick Kids Meal
7926745,Quarter Pounder Burger
8065282,Southern Fried Chicken Thigh
7909249,Grilled Chicken Baguette
7901027,Southern Fried Chicken Drumstick
7904141,Spicy Chicken Fillet Wrap
7772932,Curry Chips
7903575,Quarter Pounder Burger
8008179,Morelli Chocolate Ice Cream
7900941,Southern Fried Chicken Drumstick
7810551,Southern Fried Chicken Breast
7859484,Chicken Burger
8158908,Drumstick Kids Meal
7810680,Salad Burger
8164436,Quarter Pounder Burger
7919481,Chicken Nuggets
7834909,Kebab Sauce
7965793,Southern Fried Chicken Thigh
7801648,Drumstick Kids Meal
7816654,Spicy Chicken Fillet Wrap
7810660,Salad Burger
8106099,Dinner Box
7868985,Grilled Chicken Baguette
7874219,Southern Fried Chicken Drumstick
8067782,The Original Pitta
7868985,Capri Sun
8106099,Dinner Box
7890712,Chicken Nuggets
8088569,Morelli Chocolate Ice Cream
7965793,Southern Fried Chicken Thigh
8128614,Chicken Burger
8106099,Dinner Box
7858429,Curry Chips
8068444,Chip Baguette
8061263,Chicken Nuggets
8169773,Quarter Pounder Burger
8135619,Chicken Burger
7885589,Capri Sun
8106099,Dinner Box
8167814,Chip Baguette
8126401,Quarter Pounder Burger
7918210,Salad Burger
8110284,Chicken Burger
7885589,Capri Sun
8056905,Plain Sausages (2)
8131778,Chip Baguette
7912709,Quarter Pounder Burger
7816745,Spicy Chicken Fillet Wrap
8027426,Salad Burger
8066220,Plain Sausages (2)
7874205,Southern Fried Chicken Drumstick
7843597,Chip Baguette
7992528,Chicken Nuggets
7884267,The Original Pitta
7839450,Salad Burger
7984832,Southern Fried Chicken Thigh
7976552,Plain Sausages (2)
8003942,Kebab Sauce
7810551,Southern Fried Chicken Kebab
8061179,Curry Chips
8171839,Regular Milkshake
8145212,Salad Burger
7976556,Plain Sausages (2)
8110284,Chicken Burger
8125520,Southern Fried Chicken Drumstick
7992528,Chicken Nuggets
8054658,Curry Chips
7904141,Spice Burger
8110289,Chicken Burger
8063396,Plain Sausages (2)
8003792,Capri Sun
7794851,Kebab Sauce
7884267,The Original Pitta
8068459,Chip Baguette
8110289,Chicken Burger
8061169,Dinner Box
7801223,Capri Sun
7798790,Drumstick Kids Meal
8061169,Curry Chips
7811581,Southern Fried Chicken Kebab
8068459,Chip Baguette
8177889,Regular Milkshake
8145233,Salad Burger
8141842,Cheese Chips
7812425,Southern Fried Chicken Breast
7884245,The Original Pitta
8135617,Chicken Burger
8027429,Salad Burger
7777995,Quarter Pounder Burger
7784899,Plain Sausages (2)
7801223,Capri Sun
7858454,Curry Chips
7801651,Drumstick Kids Meal
8023149,Southern Fried Chicken Drumstick
7813762,Spice Burger
7928092,Garlic Cheese Chips
8127469,Dinner Box
7798773,Drumstick Kids Meal
7884245,The Original Pitta
7874162,Southern Fried Chicken Drumstick
8177889,Regular Milkshake
7907119,Curry Chips
7777995,Quarter Pounder Burger
8158936,Drumstick Kids Meal
8033674,Doner Kebab
7998926,Southern Fried Chicken Kebab
8011437,Southern Fried Chicken Breast
7801648,Regular Milkshake
7885590,Capri Sun
7839464,Salad Burger
7790229,Plain Sausages (2)
7907166,Southern Fried Chicken Kebab
7885590,Capri Sun
8027364,Salad Burger
7998926,Garlic Cheese Chips
8096628,Capri Sun
8131632,Southern Fried Chicken Kebab
7927727,Southern Fried Chicken Breast
8027364,Large Chips
8177807,Spice Burger
7998880,Garlic Cheese Chips
8135619,The Original Pitta
7780878,Kebab Sauce
8158936,Drumstick Kids Meal
7885592,Capri Sun
7834907,Spice Burger
8127611,Dinner Box
7924115,The Original Pitta
7812394,Southern Fried Chicken Kebab
7777996,Curry Chips
8105141,Southern Fried Chicken Breast
7801653,Dinner Box
8152282,Garlic Cheese Chips
8033674,Doner Kebab
7794661,Kebab Sauce
8042561,Southern Fried Chicken Breast
7963646,Chicken Nuggets
7778003,Garlic Cheese Chips
8033674,Doner Kebab
7966391,Monday Special
7794674,Kebab Sauce
7885592,Capri Sun
7834878,Spice Burger
7951854,Doner Kebab
7924146,The Original Pitta
8093968,Plain Sausages (2)
7834850,Kebab Sauce
7812394,Southern Fried Chicken Breast
7856950,Doner Kebab
7792705,The Original Pitta
7910723,Garlic Cheese Chips
8033957,Large Chips
7834950,Kebab Sauce
7798877,Curry Chips
7919479,Chicken Nuggets
8148123,Garlic Cheese Chips
7831349,Monday Special
8027364,Capri Sun
7794673,Kebab Sauce
7858429,Chicken Nuggets
7819130,Garlic Cheese Chips
7831349,Monday Special
7845457,Quarter Pounder Burger
7810680,Southern Fried Chicken Breast
7798877,Curry Chips
8135617,The Original Pitta
7813758,Spice Burger
7977070,Quarter Pounder Burger
7885591,Capri Sun
8100865,Southern Fried Chicken Breast
7834909,Curry Chips
8133076,Chicken Nuggets
8038130,Spice Burger
7819130,Garlic Cheese Chips
8125512,Quarter Pounder Burger
7885591,Capri Sun
7823861,Plain Sausages (2)
8133107,Chicken Nuggets
8038130,Spice Burger
8148124,Garlic Cheese Chips
7801648,Regular Milkshake
8042554,Southern Fried Chicken Breast
8003944,Kebab Sauce
7998880,Southern Fried Chicken Kebab
8148130,Garlic Cheese Chips
7953993,Regular Milkshake
7810660,Southern Fried Chicken Breast
7823861,Plain Sausages (2)
7927762,Chicken Nuggets
8038130,Spice Burger
7882148,Battered Sausage
7798778,Capri Sun
8042335,Plain Sausages (2)
8000782,Southern Fried Chicken Kebab
8038206,Spice Burger
8103559,Garlic Cheese Chips
8171848,Regular Milkshake
8125512,Quarter Pounder Burger
8020697,Battered Sausage
7834850,Monday Special
7864692,Large Chips
7976547,Plain Sausages (2)
7891980,Southern Fried Chicken Breast
7892947,Doner Kebab
8053583,Garlic Cheese Chips
8011439,Southern Fried Chicken Breast
8096629,Capri Sun
8000782,Southern Fried Chicken Kebab
7763537,Chicken Nuggets
8056917,Plain Sausages (2)
7801654,Dinner Box
7858423,Curry Chips
7885593,Capri Sun
8038206,Spice Burger
8063452,Plain Sausages (2)
7976547,Chicken Nuggets
8093968,Regular Milkshake
7834883,Monday Special
8011354,Garlic Cheese Chips
8011441,Southern Fried Chicken Breast
8093968,Dinner Box
8061223,Curry Chips
7798790,Regular Milkshake
8038206,Spice Burger
7927699,Southern Fried Chicken Breast
8068486,Southern Fried Chicken Kebab
7982427,Kebab Sauce
7801651,Regular Milkshake
7891828,Southern Fried Chicken Breast
7834950,Monday Special
8131657,Southern Fried Chicken Kebab
7777995,Garlic Cheese Chips
8177840,Spice Burger
7793554,Plain Sausages (2)
8056819,Southern Fried Chicken Kebab
7801651,Regular Milkshake
7908872,Curry Chips
7791366,Doner Kebab
8107437,Monday Special
7816757,Regular Milkshake
7885591,Battered Sausage
7801651,Dinner Box
7811419,Southern Fried Chicken Breast
7926709,Quarter Pounder Burger
7801653,Regular Milkshake
7856949,Doner Kebab
8061005,Southern Fried Chicken Kebab
7927762,Southern Fried Chicken Breast
7926709,Quarter Pounder Burger
8056991,Doner Kebab
7815367,Curry Chips
8100877,Southern Fried Chicken Breast
7885591,Battered Sausage
7815367,Curry Chips
8029174,Quarter Pounder Burger
8126418,Large Chips
8087089,Kebab Sauce
8107471,Monday Special
8056863,Battered Sausage
7879567,Garlic Cheese Chips
7982502,Kebab Sauce
8131632,Large Chips
8061005,Curry Chips
7838535,Monday Special
7834883,Spice Burger
8056991,Doner Kebab
7858454,Chicken Nuggets
8061165,Curry Chips
7801653,Regular Milkshake
8100893,Southern Fried Chicken Breast
8061179,Dinner Box
7919486,Chicken Nuggets
8126401,Curry Chips
7885593,Capri Sun
7813723,Spice Burger
8061975,Battered Sausage
7976556,Chicken Nuggets
7777996,Garlic Cheese Chips
8135619,Large Chips
8061165,Southern Fried Chicken Kebab
7918741,Chicken Nuggets
7819143,Garlic Cheese Chips
7951770,Doner Kebab
8107437,Kebab Sauce
8056957,Capri Sun
7774789,Plain Sausages (2)
7813659,Spice Burger
7819143,Garlic Cheese Chips
7977084,Quarter Pounder Burger
8103525,Fresh Cod
7924795,Chicken Nuggets
7798778,Battered Sausage
8164414,Quarter Pounder Burger
7920703,Large Chips
7976552,Chicken Nuggets
8068425,Southern Fried Chicken Kebab
7801654,Regular Milkshake
7819123,Garlic Cheese Chips
7920703,Large Chips
7820030,Regular Milkshake
7927601,Spice Burger
8126418,Quarter Pounder Burger
7902078,Regular Milkshake
7858423,Chicken Nuggets
7801648,Dinner Box
7920703,Large Chips
7882139,Curry Chips
7967619,Monday Special
7920703,Large Chips
7902078,Regular Milkshake
8056957,Capri Sun
7967619,Monday Special
8026426,Large Chips
8027426,Capri Sun
7963658,Chicken Nuggets
8103526,Fresh Cod
7901027,Southern Fried Chicken Kebab
7810654,Southern Fried Chicken Breast
8103496,Regular Milkshake
7927699,Chicken Nuggets
7777995,Curry Chips
7819123,Garlic Cheese Chips
7912591,Quarter Pounder Burger
7956018,Chicken Nuggets
7864681,Fresh Cod
8011414,Southern Fried Chicken Breast
8057003,Capri Sun
7864681,Fresh Cod
7884267,Curry Chips
7778003,Quarter Pounder Burger
7892947,Regular Milkshake
8131778,Curry Chips
7798778,Battered Sausage
7892003,Southern Fried Chicken Breast
8057003,Capri Sun
7992577,Chicken Nuggets
7798778,Battered Sausage
8011442,Southern Fried Chicken Breast
7812425,Southern Fried Chicken Kebab
7914691,Garlic Cheese Chips
8011491,Southern Fried Chicken Breast
8050019,Large Chips
7965686,Battered Sausage
7834878,Monday Special
8050019,Large Chips
8107471,Kebab Sauce
7778003,Quarter Pounder Burger
8039843,Curry Chips
8061223,Southern Fried Chicken Kebab
8068493,Southern Fried Chicken Kebab
8105147,Southern Fried Chicken Breast
7965686,Battered Sausage
8039868,Curry Chips
8103519,Fresh Cod
8128118,Garlic Cheese Chips
8003793,Capri Sun
7902117,Fresh Cod
8093694,Kebab Sauce
7884245,Curry Chips
7927601,Southern Fried Chicken Breast
7835316,Fresh Cod
8103519,Kebab Sauce
8041667,Southern Fried Chicken Kebab
8011346,Garlic Cheese Chips
7862438,Battered Sausage
7810466,Regular Milkshake
8159698,Plain Sausages (2)
8011415,Southern Fried Chicken Breast
7902117,Regular Milkshake
7868990,Capri Sun
7987820,Large Chips
8000778,Southern Fried Chicken Kebab
8067504,Capri Sun
7812369,Southern Fried Chicken Breast
7992528,Dinner Box
7989936,Quarter Pounder Burger
7992577,Chicken Nuggets
7828866,Fresh Cod
8146323,Large Chips
7801655,Dinner Box
8000778,Southern Fried Chicken Kebab
8103496,Garlic Cheese Chips
7902117,Regular Milkshake
8146323,Large Chips
7772929,Curry Chips
8000786,Southern Fried Chicken Kebab
7838526,Monday Special
8026414,Southern Fried Chicken Breast
7794697,Kebab Sauce
7784494,Plain Sausages (2)
7989937,Quarter Pounder Burger
7928046,Regular Milkshake
7794775,Kebab Sauce
7778003,Curry Chips
8000786,Southern Fried Chicken Kebab
7928046,Regular Milkshake
7955980,Chicken Nuggets
7794708,Kebab Sauce
8171419,Chicken Wings
7804894,Battered Sausage
7816754,Large Chips
8177895,Regular Milkshake
7879570,Garlic Cheese Chips
8127609,Dinner Box
8131611,Southern Fried Chicken Kebab
7909223,Large Chips
7998874,Garlic Cheese Chips
7834909,Monday Special
8061169,Southern Fried Chicken Kebab
7911990,Large Chips
7804894,Battered Sausage
7835316,Plain Sausages (2)
7811419,Southern Fried Chicken Kebab
7911990,Large Chips
8067504,Capri Sun
8120052,Battered Sausage
8063381,Plain Sausages (2)
8064316,Quarter Pounder Burger
7806172,Large Chips
7953483,Dinner Box
8120052,Battered Sausage
7815507,Curry Chips
8177898,Regular Milkshake
7967616,Large Chips
8032192,Battered Sausage
7982514,Kebab Sauce
8177898,Regular Milkshake
7829764,Large Chips
7928046,Garlic Cheese Chips
7794741,Kebab Sauce
8177904,Regular Milkshake
7927727,Chicken Nuggets
7792705,Quarter Pounder Burger
8063382,Plain Sausages (2)
8003793,Ketchup
7815507,Curry Chips
7834907,Monday Special
8171419,Chicken Wings
7829779,Large Chips
7907166,Curry Chips
7784494,Fresh Cod
8028928,Chicken Wings
8105141,Chicken Nuggets
7777964,Curry Chips
8177904,Regular Milkshake
7838554,Monday Special
7766574,Chicken Wings
8050020,Chicken Nuggets
8064316,Large Chips
7967615,Monday Special
7828867,Fresh Cod
8032192,Battered Sausage
7784890,Large Chips
7861656,Garlic Cheese Chips
8003793,Ketchup
7912590,Battered Sausage
8067504,Capri Sun
7955979,Chicken Nuggets
8053582,Garlic Cheese Chips
7967613,Monday Special
7798773,Regular Milkshake
8000777,Southern Fried Chicken Kebab
7789010,Large Chips
7967613,Monday Special
8063713,Regular Milkshake
8000777,Southern Fried Chicken Kebab
8056988,Chicken Nuggets
7912358,Quarter Pounder Burger
8177953,Regular Milkshake
7766447,Chicken Wings
7907119,Southern Fried Chicken Kebab
8067504,Capri Sun
7792705,Large Chips
7998930,Garlic Cheese Chips
8028917,Chicken Wings
7813762,Southern Fried Chicken Baguette
8107500,Chicken Nuggets
7777964,Quarter Pounder Burger
7967636,Monday Special
7882148,Curry Chips
7813723,Southern Fried Chicken Baguette
7766574,Potato Cakes
7777964,Quarter Pounder Burger
8130460,Dinner Box
7813659,Southern Fried Chicken Baguette
7890712,Garlic Cheese Chips
7862438,Potato Cakes
7986807,Ketchup
7792705,Large Chips
7794776,Kebab Sauce
7810551,Potato Cakes
8061975,Quarter Pounder Burger
7986802,Ketchup
7792705,Large Chips
8130483,Dinner Box
7892947,Garlic Cheese Chips
8177953,Regular Milkshake
7919352,Large Chips
8050019,Chicken Nuggets
8067504,Capri Sun
8107500,Kebab Sauce
8012765,Garlic Cheese Chips
8061975,Quarter Pounder Burger
8169773,Regular Milkshake
7798773,Capri Sun
8003959,Kebab Sauce
8064333,Quarter Pounder Burger
7967636,Monday Special
7789010,Battered Sausage
8074835,Ketchup
7912590,Quarter Pounder Burger
7813758,Southern Fried Chicken Baguette
8028917,Potato Cakes
8074835,Ketchup
8146856,Southern Fried Chicken Kebab
7919352,Large Chips
8100347,Potato Cakes
7792705,Battered Sausage
8159718,Potato Cakes
8068488,Mayonnaise
8074835,Ketchup
7831361,Monday Special
7967616,Curry Sauce
7798877,Southern Fried Chicken Kebab
7845407,Quarter Pounder Burger
7798773,Capri Sun
7831361,Monday Special
8068497,Mayonnaise
8060934,Dinner Box
8003792,Ketchup
8131850,Battered Sausage
7798790,Capri Sun
7892003,Dinner For 2 Meal
8177905,Regular Milkshake
7838553,Curry Sauce
7976573,Large Chips
7976573,Battered Sausage
8103669,Fresh Cod
8177905,Regular Milkshake
7919352,Chicken Nuggets
8133575,Mayonnaise
7964083,Southern Fried Chicken Kebab
7997652,Dinner Box
8003792,Ketchup
7909225,Southern Fried Chicken Wing
8127466,Dinner Box
7864750,Fresh Cod
7967616,Potato Cakes
7990858,Dinner Box
7810551,Southern Fried Chicken Wing
7976573,Battered Sausage
8074843,Ketchup
7897065,Chicken Nuggets
7810551,Southern Fried Chicken Wing
8068493,Mayonnaise
7897065,Chicken Nuggets
7801223,Potato Cakes
8000783,Southern Fried Chicken Kebab
7919449,Chicken Nuggets
7838553,Curry Sauce
7829764,Southern Fried Chicken Wing
8100347,Large Chips
8068486,Mayonnaise
7829779,Southern Fried Chicken Wing
8177952,Regular Milkshake
8074843,Ketchup
8003944,Dinner Box
8000783,Southern Fried Chicken Kebab
7909223,Southern Fried Chicken Wing
7838553,Monday Special
7891980,Dinner For 2 Meal
7801223,Potato Cakes
8003944,Dinner Box
7909227,Southern Fried Chicken Wing
8107500,Monday Special
7891828,Dinner For 2 Meal
7907166,Large Chips
7812394,Southern Fried Chicken Wing
7829764,Curry Sauce
8177952,Regular Milkshake
7864750,Fresh Cod
7801223,Potato Cakes
8026510,Large Chips
8062164,Sweet Chilli Dip
7898180,Dinner For 2 Meal
7812394,Southern Fried Chicken Wing
7912358,Battered Sausage
7924789,Chicken Nuggets
7829779,Curry Sauce
7815998,Chicken Goujons
7900941,Southern Fried Chicken Kebab
7927666,Chicken Nuggets
8061263,BBQ Sauce
8028917,Large Chips
7812394,Potato Cakes
7810660,Southern Fried Chicken Kebab
7794708,Vinegar
7831376,Monday Special
7862099,Potato Cakes
8074843,Ketchup
8103559,Regular Milkshake
7784899,Fresh Cod
8061290,BBQ Sauce
7987798,Large Chips
7829732,Southern Fried Chicken Wing
7891826,Dinner For 2 Meal
8040604,Southern Fried Chicken Kebab
